0 -29.49969999999975 -11.353399999996007 31.99759999999886 -3.752638560000009 -40.864799999988705 28.24496143999959 -12.619838559989113
0.1 -31.151899999999628 -5.00260000000133 25.37040000000053 -3.5127381600000076 -36.192400000013706 21.857661839999555 -14.334738160014147
0.2 -29.647100000000556 -10.266499999996007 27.881999999999127 -3.577289039999988 -39.978199999997244 24.304710959999223 -15.673489039998024
0.3 -28.83409999999931 -8.20810000000072 23.339899999999012 -3.3436742400000155 -37.066800000000256 19.996225759999 -17.070574240001257
0.4 -30.714799999999833 -6.412799999999031 24.2288000000012 -3.6780479999999907 -37.084400000002134 20.550752000000696 -16.533648000001435
0.5 -26.977300000000696 -5.142800000002502 20.67890000000051 -3.392403120000017 -32.09829999999401 17.286496880001234 -14.811803119992781
0.6 -29.87290000000047 -7.273499999999537 23.83860000000035 -3.4026955199999662 -37.149599999996255 20.435904480000612 -16.71369551999564
0.7 -30.966000000000403 -10.866399999998613 31.349999999999433 -3.3850231199999885 -41.893399999994244 27.964976879999245 -13.928423119994996
0.8 -32.090600000000066 -10.46139999999658 31.222299999999585 -3.6241077600000167 -42.63410000001177 27.598192240000163 -15.035907760011604
0.9 -26.64330000000071 -11.401300000000212 30.599800000000062 -3.4091647200000517 -38.048599999999325 27.19063527999856 -10.857964720000766
1 -30.82969999999976 -9.31940000000234 30.17450000000037 -3.7336226400000063 -40.19660000000164 26.440877360000904 -13.755722640000734
1.1 -26.101300000000325 -15.948000000001734 32.533399999999276 -3.6793720800000003 -42.03750000000785 28.85402792000007 -13.183472080007782
1.2 -26.342600000000353 -8.661600000004562 25.948200000000266 -3.3931058399999854 -35.0586000000162 22.555094159999 -12.50350584001719
1.3 -29.986599999999907 -14.68650000000526 34.718599999999654 -3.365100720000005 -44.683100000011166 31.35349927999934 -13.329600720011832
1.4 -25.579600000000077 -9.644300000002353 24.68460000000148 -3.2370249600000243 -35.225899999994496 21.447575040000718 -13.778324959993782
1.5 -29.129799999999616 -8.624099999999409 27.95550000000012 -3.389758559999983 -37.840199999995036 24.565741440001077 -13.27445855999396
